temp_min,temp_max,wind_max,will_rain,thermo_profile,warmth_shift,required_warmth
1,3,3.320176860903345,0,-1,0.0,9.0
21,27,5.595142262568707,0,0,0.0,1.0
-21,-13,4.406266077386604,1,1,0.0,13.0
14,16,1.763744935453675,1,-1,0.0,5.0
-11,-1,14.64185652803303,0,1,0.0,8.0
-1,9,7.693286111327059,0,0,0.0,5.0
20,20,9.864127593199129,1,0,0.0,2.0
-4,4,7.01227707251065,1,0,0.0,6.0
1,10,10.64787620837231,1,0,0.0,7.0
2,3,5.795866309688283,1,0,0.0,9.0
-21,-19,8.91776753693643,1,0,0.0,19.0
-9,0,11.350294136834904,1,-1,0.0,11.0
-11,-6,1.902464013590418,1,-1,0.0,15.0
7,8,9.258135557704627,1,-1,0.0,7.0
13,15,9.91377096089073,1,1,0.0,3.0
30,30,5.153493878805799,0,-1,0.0,2.0
-22,-18,6.041412108979955,1,0,0.0,19.0
-2,8,9.835230614863937,0,-1,0.0,6.0
-10,-3,13.070661231717295,0,-1,0.0,10.0
-16,-10,14.817305368003272,0,-1,0.0,15.0
-6,-6,1.9918149234131226,0,1,0.0,12.0
8,10,7.858932346799838,0,0,0.0,5.0
-6,-2,13.789775002330865,0,1,0.0,8.0
10,17,1.43871041713798,1,-1,0.0,5.0
-2,1,12.381664959548715,1,1,0.0,9.0
22,22,2.8991172578732964,1,0,0.0,2.0
4,5,2.4133315477252184,0,-1,0.0,6.0
5,7,10.648341862469163,1,0,0.0,7.0
16,24,8.757764514427027,1,1,0.0,1.0
4,7,13.327503134927602,1,0,0.0,7.0
10,20,0.6690356429586108,0,-1,0.0,2.0
34,35,10.855339417698692,1,0,0.0,3.0
10,17,11.631722610623155,0,-1,0.0,5.0
12,18,2.277595874157672,1,-1,0.0,5.0
10,11,3.534909537781737,0,0,0.0,3.0
-10,-9,7.057001509462289,1,-1,0.0,15.0
27,30,7.20259511933671,1,1,0.0,1.0
-20,-19,3.239506385582196,0,1,0.0,17.0
0,7,13.949259520505219,1,1,0.0,6.0
5,11,5.624833458276145,0,0,0.0,3.0
-22,-16,1.2585667484478036,0,0,0.0,18.0
21,24,3.8692051752000283,0,0,0.0,1.0
1,4,5.3917997096762456,0,0,0.0,5.0
24,28,4.584645780611142,1,0,0.0,2.0
-20,-17,13.121488508947575,1,0,0.0,20.0
-9,-2,8.458908526897693,0,-1,0.0,9.0
15,18,7.292476030254948,0,-1,0.0,4.0
4,13,9.47838665101271,1,1,0.0,3.0
20,22,0.1605746815286052,1,0,0.0,2.0
-25,-20,2.7085158003463627,0,-1,0.0,19.0
-15,-7,4.725617707694939,0,-1,0.0,14.0
-25,-16,11.313257430096343,0,-1,0.0,20.0
0,0,10.47297627964052,1,-1,0.0,11.0
0,1,10.021344315544804,0,-1,0.0,10.0
15,17,7.169647866570722,0,-1,0.0,4.0
-13,-12,0.9450681398667282,1,1,0.0,13.0
18,19,1.902440192648972,0,-1,0.0,2.0
-12,-11,14.830938875332793,1,-1,0.0,16.0
-19,-18,14.688414632141505,0,1,0.0,18.0
9,17,12.977118002571677,0,1,0.0,3.0
-13,-8,4.530140178853687,0,-1,0.0,14.0
15,20,4.645537177913147,1,1,0.0,1.0
3,7,5.160355275806162,1,1,0.0,5.0
0,5,4.133267530054299,0,1,0.0,4.0
-12,-4,1.224115847657662,0,0,0.0,8.0
-7,1,2.2862204554015237,0,1,0.0,7.0
-7,-3,1.0949596339181855,1,-1,0.0,10.0
-15,-14,2.3533244205920494,0,0,0.0,13.0
-10,0,9.12089979067327,1,0,0.0,9.0
8,16,4.469536034559139,1,0,0.0,4.0
11,13,2.0957911967035576,1,1,0.0,3.0
27,27,10.77948104661366,1,0,0.0,3.0
-20,-20,9.40422578253102,1,-1,0.0,20.0
-23,-17,10.792152880234985,0,0,0.0,19.0
-17,-15,13.058642534142653,0,-1,0.0,20.0
22,22,9.43038703271447,0,-1,0.0,2.0
-19,-10,7.098546654560113,1,-1,0.0,15.0
-10,-4,12.814714056806675,1,1,0.0,9.0
-8,-5,10.461214188965792,1,0,0.0,15.0
6,6,1.7296359755471713,1,-1,0.0,7.0
6,12,9.73178562896707,1,-1,0.0,5.0
-18,-15,12.918771436142086,1,-1,0.0,21.0
-1,5,0.38840493450262803,1,0,0.0,6.0
-6,-1,3.5726358422418065,1,0,0.0,9.0
-5,-1,10.082097571959464,0,0,0.0,9.0
-9,0,7.900056484933323,0,-1,0.0,9.0
32,33,1.1677787812416929,1,0,0.0,2.0
-14,-11,7.00299864029993,1,0,0.0,14.0
27,31,12.130422512842763,0,-1,0.0,3.0
22,30,14.959340633204336,0,-1,0.0,3.0
-19,-15,8.138911924627049,1,-1,0.0,20.0
-18,-17,5.5399319969129825,1,0,0.0,19.0
-18,-12,3.797513820321237,1,0,0.0,14.0
-8,-7,2.839238217174049,0,1,0.0,12.0
23,24,11.242996757100583,0,0,0.0,2.0
-13,-10,12.304247617620888,1,1,0.0,14.0
-10,0,5.595083178991635,0,1,0.0,7.0
-22,-15,6.760425608478707,0,1,0.0,17.0
-8,-2,8.035711009186796,1,-1,0.0,10.0
-11,-8,9.0184925189508,0,-1,0.0,14.0
28,30,2.38884184941151,1,-1,0.0,3.0
-23,-14,13.875407141474799,0,-1,0.0,15.0
-12,-5,12.237810665072567,1,-1,0.0,16.0
-12,-12,5.49291808770573,0,0,0.0,13.0
15,23,0.19553615568612515,0,1,0.0,0.0
29,32,1.676097301221272,1,0,0.0,2.0
-21,-12,1.0685300164821872,1,0,0.0,14.0
23,29,12.898883369666635,1,-1,0.0,4.0
-18,-17,5.342154219009372,1,-1,0.0,20.0
-23,-15,9.406741428094644,1,-1,0.0,20.0
6,15,12.815500121387153,0,1,0.0,3.0
16,20,7.766719063524652,0,1,0.0,0.0
-16,-10,13.431474797141526,1,-1,0.0,16.0
-13,-7,1.2382962094665517,1,-1,0.0,15.0
10,18,14.03348459696081,1,1,0.0,4.0
-3,7,1.3921320829458073,0,0,0.0,5.0
-13,-3,0.8111030138887032,0,1,0.0,7.0
24,34,7.705642116242788,1,1,0.0,1.0
-9,0,6.832825028886994,0,1,0.0,7.0
20,22,7.192007265136558,1,1,0.0,1.0
30,32,1.4467777171501606,0,1,0.0,0.0
-16,-15,7.753671975433059,0,1,0.0,17.0
28,35,11.198259546321461,1,1,0.0,2.0
-21,-17,12.432857301108946,1,-1,0.0,21.0
22,23,14.188363194298567,0,-1,0.0,3.0
5,12,6.116856065046725,0,0,0.0,3.0
5,15,6.196203685593707,0,0,0.0,3.0
10,16,14.762828037426097,0,1,0.0,3.0
-17,-16,5.799260165020325,1,-1,0.0,20.0
-13,-11,12.161346221221253,0,0,0.0,14.0
-24,-20,3.129763883008538,1,-1,0.0,20.0
15,17,0.4296831996082262,0,0,0.0,3.0
11,14,6.336093928927838,1,-1,0.0,5.0
-28,-19,10.519952380084709,0,-1,0.0,20.0
20,28,9.024589068098797,1,1,0.0,1.0
-13,-4,11.991127973804835,0,0,0.0,9.0
-11,-11,4.421696959654527,1,1,0.0,13.0
-19,-14,6.535487524826083,0,1,0.0,12.0
6,11,0.50336173634003,0,0,0.0,3.0
3,7,5.566754007313243,1,1,0.0,5.0
-15,-14,13.396154270826628,1,-1,0.0,16.0
-20,-12,10.153949367097725,1,1,0.0,14.0
3,8,14.38950228968685,0,0,0.0,6.0
-7,2,4.836821138427064,1,1,0.0,8.0
29,35,3.6183798709002035,1,0,0.0,2.0
-24,-18,5.956868173902691,0,0,0.0,18.0
16,18,12.080748175773325,0,0,0.0,4.0
-4,0,7.202494618996054,1,0,0.0,9.0
29,33,0.4547607486209815,1,-1,0.0,3.0
30,31,9.140030719458142,0,0,0.0,1.0
-28,-19,10.29265723969227,1,1,0.0,19.0
8,14,13.295482891374133,0,1,0.0,3.0
-12,-8,10.390239718930689,1,1,0.0,14.0
6,9,2.824466293956294,1,1,0.0,5.0
4,10,13.386661953306998,1,-1,0.0,8.0
26,34,4.84528728596583,0,-1,0.0,2.0
17,25,4.8650454846123505,0,1,0.0,0.0
-11,-9,2.5047720055557363,0,1,0.0,12.0
-1,6,7.679260464694331,1,0,0.0,6.0
18,19,0.46451849719641336,0,1,0.0,0.0
4,13,4.977072316105317,1,1,0.0,3.0
3,10,14.593094467156819,1,1,0.0,6.0
-6,-2,12.770637689777942,1,0,0.0,10.0
13,23,7.890732410691782,1,1,0.0,1.0
9,14,8.600872497198518,1,1,0.0,3.0
20,30,7.590288497131313,0,0,0.0,1.0
13,23,0.2988549520673006,0,0,0.0,1.0
14,16,13.02640318673611,1,0,0.0,5.0
-1,-1,14.342123425199315,1,0,0.0,10.0
-22,-13,0.6338878052201585,1,1,0.0,13.0
22,23,13.75790375895046,0,0,0.0,2.0
-9,-1,6.712998776466918,0,1,0.0,7.0
11,15,8.065282185120829,1,1,0.0,3.0
-20,-10,11.07052931456031,0,1,0.0,13.0
22,26,9.733592414181421,0,0,0.0,1.0
0,0,2.0240366928272504,1,0,0.0,9.0
25,28,13.822718288187572,1,-1,0.0,4.0
-12,-6,4.553463289599505,0,1,0.0,12.0
-20,-14,12.253315955959694,1,1,0.0,14.0
19,27,4.465862560352091,1,-1,0.0,3.0
-7,-3,0.7950550217204372,0,0,0.0,8.0
27,34,3.0188263862405016,1,-1,0.0,3.0
29,33,13.116665822351099,0,0,0.0,2.0
-1,8,10.685120210304623,1,0,0.0,7.0
-23,-20,8.225253717029792,1,1,0.0,18.0
11,19,9.08686543915346,1,0,0.0,2.0
1,6,11.10432082113265,0,0,0.0,6.0
28,32,5.885057259587397,0,1,0.0,0.0
7,15,8.798210701550794,1,0,0.0,4.0
-18,-10,4.71664148073874,1,0,0.0,14.0
-16,-8,8.8995863795196,0,-1,0.0,14.0
-7,-4,6.170538576078415,0,0,0.0,8.0
27,33,14.745503202198906,1,-1,0.0,4.0
20,23,3.97602961414472,0,0,0.0,1.0
13,16,9.937646954371145,0,-1,0.0,4.0
27,28,1.5295017995626303,0,1,0.0,0.0
-22,-14,11.178667899885205,0,-1,0.0,15.0
-6,1,1.2471153388279776,1,0,0.0,9.0
-10,-3,13.503966050198231,1,1,0.0,9.0
4,9,8.733152454318097,1,0,0.0,6.0
32,35,14.696565433656605,0,1,0.0,1.0
-20,-15,8.926937581340693,1,-1,0.0,20.0
-11,-5,4.8869199726434465,0,-1,0.0,14.0
-5,3,10.64825929659935,1,0,0.0,10.0
21,24,12.707465824020593,1,1,0.0,2.0
-14,-14,1.823618932344297,1,1,0.0,13.0
20,25,0.018549402866167575,1,1,0.0,1.0
-19,-16,10.582052766449326,1,0,0.0,20.0
13,14,7.079247914474631,0,0,0.0,3.0
14,22,12.90801760478939,1,-1,0.0,4.0
5,6,11.259227702167719,1,-1,0.0,8.0
-14,-14,11.707023503750648,1,-1,0.0,16.0
21,24,14.550555450610997,1,0,0.0,3.0
-7,-2,5.784136591298893,1,0,0.0,9.0
-13,-9,9.587812501351898,0,-1,0.0,14.0
26,32,0.31785414432280223,0,0,0.0,1.0
-6,-1,7.012217136909673,0,0,0.0,8.0
18,24,9.129013582835016,0,1,0.0,0.0
22,23,4.087036252939806,1,0,0.0,2.0
33,33,9.825405437279645,1,-1,0.0,3.0
8,18,0.9512955294948078,1,-1,0.0,5.0
-21,-14,5.915107536647393,0,1,0.0,12.0
-1,5,14.105359733698704,1,1,0.0,6.0
-10,-10,9.652361925053233,0,-1,0.0,14.0
12,20,2.8352016317563207,0,-1,0.0,2.0
-7,0,9.72703173057802,0,0,0.0,8.0
25,27,0.787050513966055,0,-1,0.0,2.0
-2,-2,11.633707087142115,1,-1,0.0,11.0
-6,4,1.471131002210369,1,0,0.0,6.0
32,32,9.878218159996264,1,0,0.0,2.0
-16,-16,5.243620885434869,1,-1,0.0,20.0
-15,-11,8.913696144715626,1,1,0.0,13.0
4,5,6.5437661919423835,0,-1,0.0,6.0
2,4,8.525015140075357,1,-1,0.0,7.0
-2,2,10.102339596610038,0,0,0.0,9.0
23,33,8.673117444606078,0,1,0.0,0.0
-6,1,6.152149241898738,0,0,0.0,8.0
11,17,10.539741586409045,1,0,0.0,5.0
-14,-10,7.695776175813692,1,1,0.0,13.0
24,30,9.490691655701324,1,-1,0.0,3.0
16,16,10.28414703430173,1,-1,0.0,6.0
31,31,12.73002474341598,1,1,0.0,2.0
11,16,4.728979961078495,1,-1,0.0,5.0
7,8,9.858776697216319,0,1,0.0,4.0
19,27,9.229800433409332,1,1,0.0,1.0
-7,-2,6.762993939164108,1,-1,0.0,10.0
-9,-5,6.15473146491076,0,0,0.0,13.0
18,19,6.393610048603105,0,0,0.0,1.0
31,35,0.7892110074145259,1,0,0.0,2.0
3,3,8.199750593501651,1,1,0.0,8.0
17,20,12.252868176496541,1,0,0.0,3.0
1,3,1.5999240945741073,1,-1,0.0,10.0
-15,-5,7.316273649310407,1,0,0.0,14.0
-23,-15,4.922443252641154,0,1,0.0,17.0
-18,-12,3.167396110447685,1,0,0.0,14.0
-13,-8,0.1811483238127104,1,-1,0.0,15.0
21,28,8.884467164081789,0,0,0.0,1.0
-19,-13,13.087710536555303,0,1,0.0,13.0
-18,-10,7.831905120437623,1,-1,0.0,15.0
11,21,5.190585419171828,1,-1,0.0,3.0
-16,-15,8.659688982502134,0,0,0.0,18.0
27,28,13.421136401957353,1,1,0.0,2.0
-11,-7,5.096948857923344,1,0,0.0,14.0
25,32,9.422304999946457,0,0,0.0,1.0
28,30,2.33772707245252,1,-1,0.0,3.0
-23,-14,8.863657270506515,0,0,0.0,13.0
-24,-17,6.182181890666655,0,-1,0.0,19.0
14,20,4.758988787693736,0,0,0.0,1.0
26,31,9.472757076074224,0,-1,0.0,2.0
11,21,9.312199439242352,1,1,0.0,1.0
11,18,2.881805109083426,0,0,0.0,3.0
-21,-20,11.02912231402817,0,-1,0.0,20.0
13,17,5.07946923629282,1,0,0.0,4.0
-22,-20,7.048184724150169,0,1,0.0,17.0
22,22,13.743319768581493,1,0,0.0,3.0
-16,-12,1.1784440193963426,1,0,0.0,14.0
-8,-8,12.050845749417768,1,-1,0.0,16.0
-18,-8,2.3515501543792787,1,-1,0.0,15.0
-4,5,11.76974787893412,0,0,0.0,6.0
24,33,7.560347776538839,0,-1,0.0,2.0
23,25,6.4583140294002686,1,1,0.0,1.0
3,3,3.5342634559162383,1,-1,0.0,10.0
-2,1,14.019682287785207,1,1,0.0,9.0
-20,-11,0.01721973954643019,0,0,0.0,13.0
-17,-7,10.858146815116916,0,-1,0.0,15.0
11,11,3.105007328866968,1,-1,0.0,5.0
2,3,4.065187028207463,0,-1,0.0,9.0
-19,-15,5.905115896966811,0,1,0.0,17.0
-21,-17,10.173779880496369,0,0,0.0,19.0
5,8,0.8494999215887988,0,0,0.0,5.0
-19,-9,13.493146129992002,1,-1,0.0,16.0
1,10,0.923171553057438,1,0,0.0,6.0
22,25,12.111971933538335,1,1,0.0,2.0
21,30,3.1351334069059984,0,-1,0.0,2.0
2,7,7.641464365402316,1,1,0.0,5.0
15,16,11.05812666702534,1,0,0.0,5.0
-14,-7,4.884203536252993,1,1,0.0,13.0
2,6,8.584711118525933,0,-1,0.0,6.0
-5,4,0.06601204313726017,0,-1,0.0,6.0
-22,-18,6.3656126540096505,0,1,0.0,17.0
23,29,14.0198088369249,0,1,0.0,1.0
-26,-17,5.328971580349259,1,-1,0.0,20.0
18,22,12.604600980170211,1,-1,0.0,4.0
-4,-1,8.653994736036696,0,-1,0.0,9.0
-19,-14,12.143836266336583,1,0,0.0,15.0
30,34,13.193456727460289,1,-1,0.0,4.0
11,13,8.705115808271406,0,1,0.0,2.0
18,21,7.716746400843047,1,1,0.0,1.0
5,8,12.79495324388082,1,1,0.0,6.0
5,13,6.967561234283964,0,-1,0.0,4.0
23,30,12.228604956928075,1,0,0.0,3.0
23,33,3.5879473232892862,1,0,0.0,2.0
25,29,14.595735525214955,0,-1,0.0,3.0
10,11,1.7343288741786305,1,1,0.0,3.0
13,16,2.756516025443385,1,0,0.0,4.0
12,12,2.165865485806862,1,1,0.0,3.0
27,28,1.1063562345298361,0,-1,0.0,2.0
0,6,3.6124443352416575,1,-1,0.0,7.0
19,23,14.655525940751826,1,0,0.0,3.0
-1,4,5.852941946362321,0,-1,0.0,6.0
-3,4,4.835145971579705,0,-1,0.0,6.0
-19,-15,11.751061216152353,0,1,0.0,18.0
0,5,13.520602763313084,0,-1,0.0,7.0
9,15,4.688804718700374,1,0,0.0,4.0
2,9,3.347379957410066,1,0,0.0,6.0
10,16,10.132493635007595,1,-1,0.0,6.0
25,29,2.6498560511324105,1,-1,0.0,3.0
20,21,9.302129321889469,0,1,0.0,0.0
-13,-4,8.691466145698378,0,-1,0.0,9.0
25,35,2.260166672389399,1,-1,0.0,3.0
14,24,5.113975478545436,1,-1,0.0,3.0
-10,-5,8.275950946803938,1,1,0.0,13.0
-12,-3,14.153094542299861,1,-1,0.0,11.0
13,13,3.39769025035144,0,1,0.0,2.0
19,22,0.3499529229836862,0,1,0.0,0.0
22,30,4.164809854718995,1,1,0.0,1.0
26,28,13.563446279120972,0,-1,0.0,3.0
-3,7,0.6004982907967915,1,0,0.0,6.0
33,34,11.565539940980292,1,-1,0.0,4.0
-22,-12,10.246776917037815,1,1,0.0,14.0
-7,-6,2.5787781701033308,0,-1,0.0,14.0
-24,-18,8.25832713552726,0,-1,0.0,19.0
-14,-12,1.282767579915585,0,0,0.0,13.0
1,5,11.148120887126199,0,1,0.0,5.0
15,24,14.642717242550141,1,-1,0.0,4.0
-1,0,3.64996899161488,1,-1,0.0,10.0
21,27,4.99810567775809,0,0,0.0,1.0
-19,-17,0.1987482310397981,0,-1,0.0,19.0
-9,-5,12.82514719695801,1,1,0.0,14.0
-7,-3,12.450713301089158,1,1,0.0,9.0
-6,1,13.191741840202642,0,1,0.0,8.0
-7,-2,4.953077543501582,1,0,0.0,9.0
16,18,3.405267050156376,0,1,0.0,2.0
25,25,5.326693189525591,0,-1,0.0,2.0
-24,-16,6.227633592836482,0,0,0.0,18.0
-11,-7,1.7262668994300618,0,0,0.0,13.0
-20,-18,7.203382415849485,0,1,0.0,17.0
-14,-14,1.0010849378591073,1,-1,0.0,15.0
7,14,13.6109874756722,0,0,0.0,4.0
-4,4,11.855344357290132,1,0,0.0,7.0
24,29,6.972164626814081,1,-1,0.0,3.0
1,7,0.8438044827628882,0,-1,0.0,6.0
-19,-11,5.127700467407835,0,0,0.0,13.0
-8,-2,8.790887168029492,0,1,0.0,7.0
23,23,10.820147692661095,0,0,0.0,2.0
25,33,1.2826112787428472,1,0,0.0,2.0
19,25,5.2098610031673225,1,-1,0.0,3.0
9,11,9.569251819662627,1,1,0.0,3.0
21,23,3.9558452632021606,1,1,0.0,1.0
19,19,10.276993029442421,0,0,0.0,2.0
15,24,3.4221280423740996,1,0,0.0,2.0
3,6,14.096399455608081,1,1,0.0,6.0
4,8,11.151911024998713,0,1,0.0,5.0
17,21,12.815738516955,1,-1,0.0,4.0
-11,-1,3.0593395109089143,1,1,0.0,8.0
22,24,11.821036646235028,1,1,0.0,2.0
-19,-17,10.907506698357725,0,0,0.0,19.0
-25,-20,10.415580256401078,0,0,0.0,19.0
-20,-19,6.581472742037414,0,0,0.0,18.0
16,17,3.738203450201572,1,-1,0.0,5.0
27,27,11.023269211089051,0,0,0.0,2.0
3,9,12.57824206717688,1,0,0.0,7.0
-2,1,14.587212150413617,1,0,0.0,10.0
-9,1,12.30438005010781,1,0,0.0,10.0
0,9,13.08823366952446,1,0,0.0,7.0
-1,1,13.705227555988069,0,1,0.0,8.0
5,7,13.157152427675307,1,-1,0.0,8.0
13,22,11.823596897448947,0,1,0.0,1.0
9,9,13.114952899856236,1,1,0.0,6.0
7,9,5.423061613278456,1,0,0.0,6.0
15,16,4.369871099603635,0,1,0.0,2.0
-15,-10,3.3739056420767217,1,0,0.0,14.0
12,16,5.174178098274088,0,-1,0.0,4.0
5,8,1.8040304065982171,1,0,0.0,6.0
27,34,12.710059274686712,0,-1,0.0,3.0
23,30,10.330027402313851,0,1,0.0,1.0
15,16,7.7512085579949925,0,0,0.0,3.0
30,31,7.417226868868434,0,1,0.0,0.0
19,28,13.242149712823482,1,-1,0.0,4.0
31,33,5.7267313051959885,1,1,0.0,1.0
-27,-19,13.434899733763263,1,-1,0.0,21.0
25,26,10.085210082407286,0,0,0.0,2.0
-25,-16,12.116974244266949,1,0,0.0,20.0
7,14,6.71526220472498,0,1,0.0,2.0
-19,-16,4.26045524439978,1,-1,0.0,20.0
-7,-2,7.894238140587435,1,-1,0.0,10.0
-11,-2,7.922086173181857,0,-1,0.0,9.0
-9,-1,6.447075197884509,0,-1,0.0,9.0
-20,-18,0.9678191201848124,1,1,0.0,18.0
20,24,2.908343791105961,1,1,0.0,1.0
1,4,8.809752289234924,1,1,0.0,5.0
-5,-3,12.658580669897795,1,0,0.0,10.0
12,17,6.471331180270083,0,1,0.0,2.0
-22,-16,10.300053044720766,0,0,0.0,19.0
27,35,3.0572026494509528,0,0,0.0,1.0
-13,-10,3.4569526385825213,0,1,0.0,12.0
33,35,13.443576096555468,1,0,0.0,3.0
14,14,12.568536324712147,0,0,0.0,4.0
3,6,11.633032808165165,0,-1,0.0,7.0
24,32,14.540875987322039,1,-1,0.0,4.0
-30,-20,3.7565694025287066,1,-1,0.0,20.0
19,29,9.018118033421954,0,-1,0.0,2.0
25,27,13.178620230939906,1,1,0.0,2.0
-4,4,3.362001309343073,1,1,0.0,5.0
10,20,14.019072780765569,1,0,0.0,3.0
-16,-12,4.2798467742826025,1,1,0.0,13.0
-15,-6,7.200233084171448,0,1,0.0,12.0
-22,-15,5.0935002736798545,0,0,0.0,18.0
-18,-8,12.631405119230985,0,0,0.0,14.0
18,25,10.309492245273695,1,1,0.0,2.0
-25,-17,6.180831856965643,1,0,0.0,19.0
24,30,1.090301961029424,1,1,0.0,1.0
29,31,14.824203194903445,0,0,0.0,2.0
29,33,10.540748945394027,1,1,0.0,2.0
-5,-1,7.329258269469438,0,-1,0.0,9.0
21,29,14.648334910082811,1,-1,0.0,4.0
-11,-4,12.515226797938922,0,0,0.0,9.0
4,6,7.226094433217566,0,0,0.0,5.0
-18,-8,13.23007732425159,0,1,0.0,13.0
-7,0,2.0064473968679852,1,0,0.0,9.0
-12,-8,9.602509413194596,1,0,0.0,14.0
28,32,6.837639835170716,1,1,0.0,1.0
-8,-2,6.429121094495725,1,0,0.0,9.0
6,6,12.083351036659224,0,1,0.0,5.0
-6,3,8.698451354458898,1,1,0.0,8.0
15,15,6.899361538623612,0,1,0.0,2.0
-19,-11,6.887494922488934,1,1,0.0,13.0
7,10,13.869469739685751,0,1,0.0,5.0
-13,-10,13.276066341737478,0,0,0.0,14.0
-17,-7,7.183592557493221,0,0,0.0,13.0
-25,-17,13.747505800235944,0,1,0.0,18.0
16,18,6.1649523307849305,0,0,0.0,3.0
-13,-4,3.245631567730779,1,1,0.0,8.0
-7,-3,7.8974774018293115,1,-1,0.0,10.0
5,15,7.825280914992606,1,1,0.0,3.0
24,27,7.8358913391794065,0,-1,0.0,2.0
32,34,12.401463181056897,0,1,0.0,1.0
16,26,14.724883521883251,0,0,0.0,2.0
11,20,7.909875516736301,1,1,0.0,1.0
23,29,7.67288949628452,1,-1,0.0,3.0
29,29,13.663110264537242,1,1,0.0,2.0
2,4,5.482500663081975,0,1,0.0,4.0
13,15,7.288357233535278,0,0,0.0,3.0
-19,-18,13.541902829787267,0,1,0.0,18.0
17,23,9.388679522991037,1,-1,0.0,3.0
18,23,11.040116519544931,1,1,0.0,2.0
22,28,5.2375987443549725,1,1,0.0,1.0
-5,0,10.920965931688498,0,1,0.0,8.0
-24,-17,6.696820508343169,1,1,0.0,18.0
14,20,11.044205333226703,1,-1,0.0,4.0
10,12,14.924315979632173,0,1,0.0,3.0
29,35,5.467090418503532,1,0,0.0,2.0
6,15,12.182245148068008,1,-1,0.0,6.0
18,23,5.805724609653448,0,-1,0.0,2.0
-21,-17,11.861947556268875,0,0,0.0,19.0
-20,-15,10.789537983049271,1,1,0.0,19.0
30,31,0.2620820494469961,0,0,0.0,1.0
-12,-8,9.04997650863819,0,0,0.0,13.0
-2,6,10.18018392784513,0,0,0.0,6.0
27,32,3.3542113320934086,1,1,0.0,1.0
1,2,8.898719577007839,0,-1,0.0,9.0
-22,-18,7.876059882091998,0,1,0.0,17.0
26,33,10.578677854232977,1,0,0.0,3.0
11,19,14.308938253175997,0,0,0.0,2.0
10,14,5.6252547148472045,0,1,0.0,2.0
25,30,5.801362174372485,1,-1,0.0,3.0
26,32,6.360281904199734,0,1,0.0,0.0
22,22,6.9916968598129134,1,-1,0.0,3.0
19,23,2.9821915310431035,0,1,0.0,0.0
15,25,3.2329830016751693,0,-1,0.0,2.0
-21,-18,0.7572651534344371,1,-1,0.0,20.0
-3,0,5.686835496278069,1,1,0.0,8.0
30,34,1.1898025594595585,1,0,0.0,2.0
16,25,8.839917904722856,1,0,0.0,2.0
28,35,13.449020107942426,0,-1,0.0,3.0
-28,-20,6.014309949618784,1,0,0.0,19.0
27,32,8.120629592641,1,-1,0.0,3.0
-16,-12,3.48011621175341,1,1,0.0,13.0
0,2,14.52118485723566,1,0,0.0,10.0
4,4,1.528874994224982,1,0,0.0,6.0
-23,-15,1.7209871451333076,0,1,0.0,17.0
16,26,4.885275343471103,1,1,0.0,1.0
4,10,3.0600722849594426,1,0,0.0,6.0
0,10,11.354224497879882,0,1,0.0,5.0
-22,-12,10.851011837052887,1,0,0.0,15.0
-3,-1,13.619628987169085,0,1,0.0,8.0
19,19,10.667776940592217,1,0,0.0,3.0
-7,-1,7.784173633183753,0,0,0.0,8.0
-8,0,4.373200573593602,0,0,0.0,8.0
-16,-12,12.722852835846485,1,-1,0.0,16.0
-7,0,8.670661579409373,0,-1,0.0,9.0
13,17,10.48968856545777,0,-1,0.0,5.0
-2,-2,0.034041928424122236,0,1,0.0,7.0
26,32,9.428916903925568,1,0,0.0,2.0
12,16,7.504510652028434,0,1,0.0,2.0
26,33,10.400883074515493,1,0,0.0,3.0
28,30,5.5602358645919265,0,-1,0.0,2.0
18,21,9.026042284902054,0,0,0.0,1.0
14,18,2.9413762158503203,1,-1,0.0,5.0
0,9,13.430745552620056,0,1,0.0,5.0
-6,-2,9.245793468495597,1,0,0.0,9.0
-28,-18,0.05309433990984991,1,-1,0.0,20.0
27,30,12.708397003154433,1,-1,0.0,4.0
-15,-14,5.597291819685442,1,1,0.0,13.0
-3,7,11.122893801391989,0,0,0.0,6.0
-21,-17,12.202943055993531,0,1,0.0,18.0
6,8,12.317178192174344,0,1,0.0,5.0
27,32,13.963090816226947,0,-1,0.0,3.0
-23,-17,5.090974513910052,1,-1,0.0,20.0
15,19,3.8376907677763676,0,0,0.0,1.0
-23,-14,3.2769320408089175,1,-1,0.0,15.0
13,14,12.679348195014088,1,0,0.0,5.0
-30,-20,1.426091092321965,1,-1,0.0,20.0
15,22,11.585989267524324,0,1,0.0,1.0
-7,3,6.121532848417103,1,0,0.0,9.0
-2,6,12.498585599902102,0,-1,0.0,7.0
-14,-6,14.21069277611147,0,1,0.0,13.0
-23,-18,4.789188867081956,0,-1,0.0,19.0
-22,-19,7.478305085154395,0,0,0.0,18.0
-3,-2,5.657817475180419,0,1,0.0,7.0
29,34,3.9256688999930374,1,1,0.0,1.0
8,12,7.271527430692404,0,0,0.0,3.0
-24,-15,10.237680289818915,1,1,0.0,19.0
5,12,14.03856687868194,0,-1,0.0,5.0
12,16,2.7030061644776655,0,1,0.0,2.0
3,6,6.163541055937835,0,1,0.0,4.0
4,4,11.361677324326974,1,-1,0.0,8.0
-18,-14,12.18212135626436,0,0,0.0,14.0
1,9,13.86378266358092,1,1,0.0,6.0
-6,-2,7.097231835818407,1,-1,0.0,10.0
-17,-15,5.632193247135673,0,-1,0.0,19.0
